Time - Dev2/ai0,Voltage - Dev2/ai0
1.007,-0.000754265
1.008,-0.000754265
1.009,-0.000754265
1.01,-0.000432231
1.011,-0.000432231
1.012,-0.000432231
1.013,-0.000271214
1.014,-0.000432231
1.015,-0.000271214
1.016,-0.000593248
1.017,-0.000754265
1.018,-0.000432231
1.019,-0.000432231
1.02,-0.000593248
1.021,-0.000915282
1.022,-0.000915282
1.023,-0.0010763
1.024,-0.0010763
1.025,0.0564067
1.026,2.02356
1.027,2.95506
1.028,3.09386
1.029,3.05666
1.03,2.91851
1.031,2.76521
1.032,2.70065
1.033,2.65926
1.034,2.6517
1.035,2.66828
1.036,2.70129
1.037,2.7599
1.038,2.8074
1.039,2.84798
1.04,2.87841
1.041,2.89934
1.042,2.91641
1.043,2.93187
1.044,2.94588
1.045,2.95763
1.046,2.96794
1.047,2.97776
1.048,2.99161
1.049,3.00465
1.05,3.01335
1.051,3.02156
1.052,3.0309
1.053,3.03847
1.054,3.04201
1.055,3.04523
1.056,3.04925
1.057,3.05119
1.058,3.05441
1.059,3.05441
1.06,3.05537
1.061,3.05521
1.062,3.05666
1.063,3.05747
1.064,3.05714
1.065,3.05795
1.066,3.05892
1.067,3.05924
1.068,3.05924
1.069,3.0594
1.07,3.05956
1.071,3.05972
1.072,3.05908
1.073,3.05875
1.074,3.0594
1.075,3.05859
1.076,3.05859
1.077,3.05747
1.078,3.05602
1.079,3.05457
1.08,3.05167
1.081,3.04909
1.082,3.04346
1.083,3.03847
1.084,3.03525
1.085,3.03299
1.086,3.02897
1.087,3.02671
1.088,3.02059
1.089,3.01496
1.09,3.00658
1.091,2.99563
1.092,2.98227
1.093,2.96713
1.094,2.94942
1.095,2.92865
1.096,2.91271
1.097,2.89274
1.098,2.87696
1.099,2.85764
1.1,2.82463
1.101,2.79645
1.102,2.76022
1.103,2.73043
1.104,2.6847
1.105,2.6393
1.106,2.57972
1.107,2.52562
1.108,2.45316
1.109,2.37603
1.11,2.31774
1.111,2.2163
1.112,2.07589
1.113,1.91374
1.114,1.76545
1.115,1.60411
1.116,1.52038
1.117,1.30622
